"text","class"
"  gagal   gara gara  pake kode promo gajian seru   ga  kasih cashback nya ","Negative"
" admin   kalo transaksi yg dibatalkan  penjual dana yg dikembalikan  pembeli  seharga barangnya aja ongkirnya gak dikembalikan  pembeli ","Negative"
" pagi admin    transfer utk pembelian  tokped tp  salah input no rek  no rek yg  input beda dgn no rek yg  pake utk transfer  gimana ya min btw uangnya sdh ditransfer  rek tokped ","Negative"
"       tuh tp   ga  ngaku  salah sih    konfirmasi    pesananku diproses rg tgl gak sampe tolong bgt min ","Negative"
"menunggu utk menghapus produk gue yg  diperbolehkan dijual    ijin dagang kudu nunggu dihapus  ga  hapus ngegantung aja gitu ampe berhari  ","Negative"
" mksdnya  status menunggu konfirmasi operator   yah ","Negative"
"    nominal cashbacknya tp bener ga toped promonya klo yg  aja bermasalah  yg gede gmn cashbacknya   ragu   ","Negative"
"  tolong d cek  d follow up ya  kesalahan dr si seller nya yg salah masukin resi  dr   gak dropshipper  makasih  bantuannya","Negative"
" min saran  sdh  pembelian tiket pesawat  toped khusus penumpang  tambahan keterangan gff nya   spt app sebelah ","Negative"
"terima kasih   tim tokopediacare yg sdh membantu mengembalikan saldo tokopedia    tinggal menunggu     khawatir  dana  saldo yg gagal    goodjob ","Negative"
" pesanan   nasibnya","Negative"
" min  nomor layanan call center tokopedia   berlaku    jam  ya    terkait pemesanan tiket pesawat  terims ","Negative"
"   bayar tokopedia  indomaret  gak  ya kak   pembayaran tokopedia o o  gimana ya ","Negative"
" hay kak tolong   kembalikan modal    penjual tdk  melarang pembeli  promo yg tokopedia  jk uang  diambil     berjualan  barang  dikirim  pembeli tolong","Negative"
" engga  pengen  gimana ceritanya   gitu dibatalkan trx nya ketentuan  yg    kelanjutan follow up nya gmn  tokped was jg  penjual","Negative"
" pagi  invoice penjualan    dana      dikembalikan uang     alasan  janji tokopedia semalam  selesaiterlampir bukti janji ","Negative"
"  susah nya tokopedia akui kesalahan sistem nya tanggung  donk jgn lepas tangan  lemoar  customer utk menyelesaikan  kl tdk  menyelesaikan    tokopedia  penipuan","Negative"
"tokopediacare yahhee    kesepakatan penjual  pembeli  diinformasikan nomor invoicenya ya kak   cek thanks","Negative"
" halo  pas  bayar gagal  ya  klik bayar loading   koneksi timed out aplikasi sdh  update pdhl koneksi intrnt jg lancar ","Negative"
" transaksi  bni transfer  gangguan ya   terkonfirmasi transfer ","Negative"
" ayokebut  tingkatkan penjualanmu  mencapai resolusimu   salah satunya      tarik dana  keuntunganmu ya toppers tokopediacare komiktoped ","Negative"
" hi min mhon bantuannya gimana  ganti no hp yg ilang  no hp yg   emailnya ga  dibuka  pake email facebook  udah  makasih","Negative"
" ok saldo ga  hilang  ya makasi infonya juli ","Negative"
"  kemarin membeli pakaian pembayaran  mandiri karna indomaret  error  tf  tokopedia jam sore batas pembayaran jam   jam dapet konfirmasi kalo dibatalkan ya ","Negative"
"min  trackinh jne gak brubah ya statusnya  error kah ","Negative"
" min  cashback   transaksi dgn nomor invoice yg  ivr xviii x  masuk ","Negative"
" help please  dibatalin aja nggk rundown  respon penjualnya tinggal jam tpi nggk direspon  yg bersangkutan online ","Negative"
" halo   transaksi  otomatis dibatalkan  seller melebihi batas  pengiriman     seller  bilang   transaksi masuk  kemarin    mohon solusinya thk ","Negative"
" bangg  withdraw jt  ga masuk tp withdraw  jt masuk knpaaa gtu maksudnya apaa ","Negative"
" pusing  min  beli token listrik  gagal  pulsa  rb sendakan harga token listrik   gak ","Negative"
" tokopedia  cs call nya gk ya sy  lgsg tlp aja nih klo  twitter  dibalasnya pdhl urgent sy sbg penjual thx","Negative"
"   membela support penjual  bersalah  menjatuhkan sanksi  sesuai toped admin  msh membela penjual yg  fakta bersalah how unprofessional you are alarming  info   ","Negative"
" refund tiket pesawat  gak  ya  rugi uang   menghubungi  maskapai    acc  tokped ","Negative"
"dear admin tolong bantu  selesaikan  pelanggan  kirim paket komplit       sepatu    tolong bantu   rugi  pelanggan  wa    read   penjual jg btuh keadilan ","Negative"
" halo bpk achand mohon maaf  ketidaknyamanannya mohon info   utk capture ket kegagalan yg  alami tks hana","Negative"
"  respon  ","Negative"
" min  pickup grabexpress  error ya temen   ","Negative"
"  iniiiiii  bangeeeettt balikin ongkirnya ","Negative"
" emang bener penjual ngirim barang beneran  ya ndak  dipake ya gimana    opsi return kalo gak  dipake ","Negative"
" dear toko pedia tolong  bantu proses return  barang   kirim    terima   asad   jam  system   membaca awb kurir rpx    nomor invoice pembelian inv xviii x help ","Negative"
" refund dana  butuh   ya saran  jgn pake bot   cs nya   komplain  susah  g  yg diharapkan ","Negative"
"min sd hy bbunjsuuk ng a  dipick up driver  status    perjalan  penjual ya cc thx","Negative"
" pembayaran kartu kredit   x jam  berhasil jg tolong  refund  segeraaaaa ","Negative"
"  bodoh sih    trus    bener sistem nya periksa sistem      tau   screenshot kl  tdk pilih cicilan  aja tdk tau proses transaksi nya  nuduh  proses nya  simulasi cicilan ","Negative"
" mohon maaf  ketidaknyamanan  kendala  bpk  alami silahkan hub call center bank dki   ditindak lanjuti terima kasih alian   hubungi dr  minggu am pagi sdh bayakali   kudu piye ny time s t co yroiryslhps t co hcpdeqgot","Negative"
" iya ka   cek  pembayaran   konfirmasi produk digital disebelah  yah ka ","Negative"
" tokopedia sy pake express  hrs nunggu batal kampretttooo org beli pake duit   kaya pengemis  shopee aja bs cancel kalo buyer   atur kirim ","Negative"
" gimana  komplain barang yg blm  beli  udah rusak  seller toped n tuk case   dikomplain gak   komplainnya  terpaksa sy impasin apes oba jualan tuk nambah omzet toko yg lg lesu kecewa bgt  ","Negative"
" brp ","Negative"
" mohon info  penjualan reksadana     dijual  tokocash  menunya hilang   menu jual  akun bank pribadi    gangguan ","Negative"
"    beli paket data xl xtra combo gb gagal mulu   p gatau rumah lauelah kah  tokped  input resi manual  bayar ongkir  j t ya klo marketplace sbelah  bs  resi otomatis jd seller tdk  bayar obgkir  konter j t an","Negative"
" semoga   akal an ya","Negative"
" tolong    pemesanan  pesan instant delivery coupon  koq mendadak diubah jd tiki overnight  total  berubah kuponnya hilang ","Negative"
" ditolak  daftar   daftar   ditolak sakit mbak kyk ditolak gebetan","Negative"
" biaya tambahan  biaya  tolong  ","Negative"
" status sdh  pusat resolusi   utk proses investigasi ya  smp detik  tdk ad  driver hub sy utk niat kembalikan paket  loh ","Negative"
"hallo saldo tokocash   g    gimana  saldo  hrs  pindah  ovo  gimana ","Negative"
" min sy beli tiket hr  utk rabu  kamis dr td siang  blm masuk  email tlg dibantu makasih","Negative"
" cashback  dulunya  rupiah  tokocash    ovo point   tokocash   cairin  rekening bank ovo point ngga  cui expired  bln    aduin  ylki ato semacanya ngga ni ","Negative"
"  no invoice ny nomor ","Negative"
" nomor invoice   pakai utk transaksi  terlampir screenshoot    bayar pake data   pilihan bayar pake ovo  saldo ovo  ribu ","Negative"
" uang  ditahan  barang  sampe buyer ","Negative"
"cc hallo  bantu  nomor resi jne kirim salah kota  kecamatan klapa nunggal kabupaten bogor  salah  tujuan nya  klapa nunggal kabupaten sukabumi","Negative"
" selamat malam   siller  pembeli komplain  mengatakn  barang ya  ternyala  barang ya  keselip  dlm paket ya td ya   mengirim kekurangan barang ya  memng    ketemu ","Negative"
" kali  pakai jasa  kirim barang  kurirnya mengecewakan ","Negative"
"  nomor lengkapnya ","Negative"
"   kirimkan awas  kalo  dikembalikan     janji belaka ","Negative"
" min sy   beli diamond trus pakai tokocash  potong harga diamondnya    sy  beli pakai bcaklikpay tp loading trus  sy teken tombol back  tokocash  hilang dananya  tolong dibantu refund ","Negative"
" min cashback gajianseru  masuk nunggu   ya ","Negative"
"min skrg nyari link  official store  susah ya  upgrade aplikasi terbaru    blok  ","Negative"
" boong aja nih dm dr  nih ","Negative"
" niat ngasih promo  engga sih  cash back dr kode referral temen   pake va  produknya bca tambahin pebayaran retail  mandiri ecash  makasih ","Negative"
" min  bayar via indomaret error  lgsg bayar  alfamart pos ga ato nunggu normal   bayar  indomaret ","Negative"
"    invoice   check out aja","Negative"
" rb o trnyata  cashbacknya   ovocash  ovopoint yg gagal  transaksi dibatalkan blm   nunggu x jam semoga cepat terselesaikan ","Negative"
" kampret smp skrg ovo cash gw ngga   aktipin sdh x jam ngga dikirimin kode verifikasinya aplikasi kampret ngga becus sok pindah   ovo cash  toko cash gw ngga  dipake lapor cs  jawabannya  disuruh nunggu smp bilukan kampret deh bikin kesal doang","Negative"
" tlg bantu remit no invoice  delivered  tanggal pkl wib aplikasi error tuh ko  diterima   ","Negative"
" akun shop lili  uda laporkan perihal copas iklan  yg diplagiat  illegal blm  ","Negative"
"hi  ya stock voucher wifi id   tersedia   restock  ","Negative"
"  suruh tunggu   min kacau hak customer ga didapatkan","Negative"
" oh  tokopay baliknya sipss udah dicheck  masuk maapkeun yak nuhun","Negative"
"  banget force closed aplikasinya transaksi listrik beres  voucher cashbacknya  gak dapet kecewa nih min hiks","Negative"
"  sistem yg eror seller yg kena rating jelek belom  kalo ditambah maki maki","Negative"
" masukin kode payday  beli pulsa  gagal mulu ya ga  diproses udah dicoba dr pagi sd siang  sa aja ","Negative"
"dear admin mohon bantuan fitur penjualannya  ga  ya daritadi siang  update   ","Negative"
"   bayar min cuman struk tdk  tolong  bantu   proses pesanan  ","Negative"
" kayaknya gak  itikad  dr penjual ngapain coba  kirim no resi palsu tolong min penjual spt  dinonaktifkan  tokonya  sanksi  biar gak merugikan pembeli untung pake tokped coba kalo pake apl sebelah  gimana critanya ","Negative"
"halo halo tolong responsnya dipake  bayar grab untungnya   pake  belanja  tokped ya   transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
" hai dear  resi otomatis kurir jnt  cetak kode booking  gimana ya  semalam  jnt  memproses kode booking yg tercetak  resi    mohon solusi  ditolak  dpt penalti reputasi katrader ora opo ya ","Negative"
" oi bangsat uang gw ilang kemana anjing","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
"   memakai promo  beli barang  pas  bayar pake ovopoints  gak  bisanya pake ovocash yasudah  pake metode pembayaran  ","Negative"
"  gimana min     solusi si pembeli  tetep gak  dihubungi ","Negative"
" min  gabisa bayar tiket kereta pake saldo ovo yah plihan toko cash nya gada ","Negative"
"    dropsiper jd sy beli pake akun sy  kirim  org  it kemana  smsnya  ga  sms bgituan  skrg  ","Negative"
" cek nomor transaksi tkp pembayaran  ovo point  kartu kredit gagal bayar","Negative"
"   bantuan  tokopedia  menyelesaikan    langsung   komplain  solusi retur refund     retur pengiriman resi    dikonfirmasi langsung  kurir ","Negative"
" min    takut salah cashback  kode referal ajak teman masuk cashback nya  ovocash  ovopoin ","Negative"
" penjual ngotot   batalin min  pembeli   dirugikan   membutuhkan barang   ","Negative"
"   ya otp salah   sesui kode sms     butuh  beli token listrik ","Negative"
"   ga  dipake ","Negative"
"min bayar  bni  gak  ya susah banget  bayar tagihan ","Negative"
" mohon  konfirmasi invoice ivr xviii x listrik  rumah   mati","Negative"
" trx nya gagal  blm  no trx nya tp sy udh dpt inbox  dana senilai rp  dikembalikan  saldo  payment id tkp ","Negative"
" iya    warning yg ditulis  tokopedia  alasan toko dimoderasi    transaksi   tokopedia    tertutup tertipu","Negative"
" min  uda coba bbrp kali bayar tagihan kartu kredit  email tulisannya menunggu pembayaran   app toped dibilang transaksi dibatalkan jd  dibayar ga nih tolong  direspon detil via dm ya","Negative"
"  tny ka brp  dana tokocash   ovo cash  uda hr dana tokocash gk msk komplen jg jwbn nya   aja ","Negative"
"    maksimal pengembalian dana   tokopedia  jam wib   dana masuk   bukti pengembalian dana  gak dikasi niat gak sih  sekelas tokopedia mengembalikan dana segitu aja sulit ","Negative"
" akui    gangguan tracking sistem pengiriman bikin kzl aja nyuru ksi invoice no resi pdhl status  toped jg gk berubah ","Negative"
" min tlong solusinya  ovopoints terpakai transaksi pembayaran  checkout pembayaran gagal","Negative"
"  lambat ya  beli pulsa listrik jam yg   langsung  bayar     statusnya  menunggu pembayaran ","Negative"
"min  tolong dibantu  invoice barangnya     ya ","Negative"
" kalo  saran  cashback or promo or kupon  kebanyakan t c kadang kecewa  pas  pake  t cnya ga masuk kriteria   banget  bt","Negative"
" ga  sms masuk  nomor tujuan pengaktifan ovo udh  coba x  notif kl hrs nunggu x jm dl  bsa cba lg ","Negative"
" woy udah beli tiket gnr     eh  dapet email pemesanan  berhasil  gimana penjelasannya nggak   ngasih alasan kendala teknis doang  tiket woy ","Negative"
"   dm tuh tolong ditanggapi","Negative"
" udah  gagal   pakai promo sllu gitu kena php mulutlg dibantu  mekalian  potong  ongkir pengembalian kun    kena tim fraud    beli  pakai akun  aja  anyi mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
"  saldo toko cash hilang  mengaktifkan ovo cash cashback bayar digital  ga masuk ovo cash rupiah","Negative"
" gimana ya solusinya ganti kurir gak    aplikasi  resi fisik nya hancur  kehujanan tolong solusinya barang udah dikirim kepanjangan  tim tokopediacare dibatalkan transaksinya kah   bantuan sih","Negative"
" saldo  otomatis ilang  pindah sistem ovo  ga pake ovo ocash bs bt byr tiket ka ma psawat skrg  berkurang utmakan bisnis   n batalin min uangnya   kembaliin  pembeli   selesai lho ","Negative"
" repot banget  ui yg dah rame   rame bikin ux  jelek liat tampilan toped   kaya pasar malem kebanyakan item plus pake influencer ","Negative"
" iya   mindahin dana dr ovo  saldo tokopedia   ga  ya ga  pilihannya mohon bantuannya nomor hp ","Negative"
" ka mohon bantuannya   penarikan dana dana  tertahan   mengganti no hp yg   no hp  sdh rusak  hilang  no hp  no  ganti  no hp email auliya uki com ","Negative"
" min    bantunnya tolong proses  transaksi ivr xviii x   transfer  pulsa  masuk  butuh urgen  nggak  respon","Negative"
" gmana cerita dibatalkan orang kmren   bayar  kocak si tumben tokped ","Negative"
" engga  respon ya penjual nya rmail  tokopedia jg engga  respon ","Negative"
"    pagi  susah  produk","Negative"
" halooooo bales  minnnn parah mengeceweakan banget kalo gini","Negative"
"    pembayaran","Negative"
"  bro parah gak niat ngasih promo wkwkwkwk","Negative"
" min  beli pulsa  tokopedia  salah masukin nomor mlah nomor yg udah mati diisi gmn nih min tpi transaksi berhasilenjual  adatipsnyatoppers tokopediacare  thanksja kakkkkk an sih","Negative"
"no resi  ga   cek ya  resi  menunggu respon ","Negative"
"  ikutan pake ovo gini saldo tokopedianya proses dana masuk   gak efektif  dagang payah ","Negative"
" lambat    void transaksi butuh   ","Negative"
"   viralkan kah biar    korban pelayanan shopee ","Negative"
" min   ajukan pembatalan   dana  blom  ya","Negative"
"  cancel     sistem nya klo iya bahaya  klo  ga cari tau  no driver yg    paket   hilang  skrng  sistem  paket    driver yg   dri","Negative"
" mohon maaf hp  terdaftar    mati      rumah ","Negative"
" min  pembayaran cc promo topedcc gagal ivr xviii x ","Negative"
" telp  hp   kasoh nomor hp  tp tokopedia pengecut tdk oernah  kaaih nomor telp  alamat nya datangin  biacarakan   jgn ngeles  ngunpet aja dasar penipu  goblok  cs tokopedia ","Negative"
"  gagal  pembayaran  tokopedia seteleh loading      memasukan kode otp  data  kartu kredit  memotong saldo    croscheck komplain  tokopedia    status  transaksi blm terbayar ","Negative"
"  nih  cashback ya  cair   x jam  transaksi   bohong min  janji janji mu","Negative"
"  minggu berdiam krn     toko daring  operasi normal  thanks ","Negative"
" cashback  transaksi    masuk ya ","Negative"
" pilihannya     ova cash yg  dipakai  sih     ribet ","Negative"
"   buyer kecewa  seller salah kirimkan barang tolong cek transaksi  udah ajukan refund    respon  seller  kelanjutannya tolong  bantu","Negative"
" admin  akun   buka menu seller info  web  laptop  terbuka  tulisan loading   notifikasi  dibuka  aplikasi tokped android normal terimakasih","Negative"
" gimana  pet emailnya jdi  gk tau no voucher utk memenuhi persyaratan konfirmasi pembayarannytk kirim ulang email yg terdaoat no vouchernya yajt  toped kerjasama dgn buyer licik tuk mencuri n menipu uang yg  hak seller yah at o jz s","Negative"
" blm masuk brusan sy cek klo laporan dh masuk tp kenyataane blm masuk gmn tuh ","Negative"
"order   kurir memalukan  cust  bule  bali   aneh  perusahaan   indoensia koq kayak ","Negative"
" blm diaktifin ovo nya tpi  diliat  saldo tokocash nya brp   gada tulisannya   tuh","Negative"
" tolong  lakukan pick up search driver ulang kmren ga  yg pick up soalny cust  udh ngomel terima kasih ","Negative"
"   no hp  hangus  email   diakses     mengubah no hp  email  sadar dibutuhkan  karna  aktivasi akun ovo ","Negative"
" aplikasi busuk loading mulu mohon ditingkatkan aplikasinya  aja lancar jaya mohon dituru   alasan pengunjung ","Negative"
" g  bambang    bayar tagihan  ovocash ovo point cm pajangan sampah ","Negative"
" batas  pengajuan komplen    sih kak   selesai ato berbatas ","Negative"
"   aneh saldo  berkurang  ","Negative"
"  stelah mengaktifkan ovocash poin sy hilang ya ","Negative"
" kemaren   komen  bukalapak lengkap  gw   liat  maklum kebiasaan pakai aplikasi tokped  kalo udah gak sreg  gamau kudu pindah nyari  sreg  k screenshot  yak nuhun alasan pembeli  cancel","Negative"
" bayar telkom  gagal min ","Negative"
"  komplain    ndak  respon ya akun  email hansseng com   bajak   saldo  hilang   cek pembelian pulsa juta     transaksi  ","Negative"
" tetep gak  kmren udh nyoba gk bs  jg gk  kyk gtnya min  gmn jd telat byrnya ","Negative"
" cek dm  beli kuota gagal tp udh debet cc","Negative"
"   kemarin beli barang dgn invoice  cashbacknya  ngga  ya ","Negative"
" iyaaa btul tuh statement  masuk  ovo point skr cashback tokped ga   pake  donk  donk trus    cashback mending cari yg dpt potongan  dah langganan pembayaran pake tokped nih  cari alternatif  utk pembayaran nih ","Negative"
" halo kak  mengalami kesusahan  login  nomer     aktif tolong cek dm  ya    lengkap terimakasih","Negative"
"  pengen dihapus permanen min","Negative"
" min pembelanjaan pakai ovo cash yg dibatalkan  hangus     ovo cash ","Negative"
" halo  seller     produk  hilang yah   set produk  pre order ","Negative"
" hi  gana terkait gagal transaksinya   teruskan  dm yah terima kasih rka","Negative"
" uda dicoba berkali dr kemaren tetep kek gt tampilannya gimana nih","Negative"
" iya skrg  td  lapor    masuknya  ovo poin   ovo poin  cash  judulnya cash back","Negative"
" min  order tiket  dibatalkan dr toped sdgkan dana udh ditransfer bs tolong difollow up  withdrawal thanks ","Negative"
" hai kak admin   kendala terkait saldo tokocash   dm kak mohon dibantu trimakasih ","Negative"
" transaksi dibatalkan   lupa menginput resi  barang   kirim  ekspedisi    tolong   tokopedia  melanjutkan transaksi  batal    cantumkan resinya tiki ons nama toko  ar ","Negative"
" min tolong kirimkan ulang  no tiket permasalahan no invoice kendala invoice  karenakan  lupa password email    gantikan email   cuman  tau   dana  blm cair x jam ","Negative"
"hai cek dm  transaksi ivr xviii xi dibatalkan mohon tindaklanjutnya ","Negative"
" tolong cek  transaksi ivr xviii x audah  pembayaran  status menunggu pembayaran","Negative"
" kak ovo cash   gak  ya    x jam kemarin  cek out   ovo lallu  gak byar krna salah memillih pembayaran  tercensel otomatis  ovo    mohon  bantu ","Negative"
" min tolong retry pickup   motor driver rusak     barang  tujuan  ","Negative"
"     paket dinyatakan diterima  ekspedisiini  x jamhehehehe yg bener yg  hayo ","Negative"
"  nih udah x jam cashback halloween egy point blm    halaman ovo      kusudah bahagia  ovo  bank terkait","Negative"
" hai kak jo reja   bantuin  ","Negative"
"   ya   no  tlp dr toko pedia  kasih kode gitu perasaan  ngga ngelakuin   berkali kali tlp nyah  gak trx  tokopedia  gimana  melengkapi datanya am resi   input x t  ","Negative"
" min  mesen headset  tokopedia  pengiriman gojek same day      ya barangnya ","Negative"
"   hapus  kak kalo transaksi paket data   beres     bayar mohon maaf ya terima kasih pagi tokopediacarbisa dimatikan  awa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" nomor telpon tdk aktif nomor virtual accuant gak   giliran telat  tagi dc yg kasar  kena bungan tolong  tindak aja pinjam yg  ","Negative"
"   penipuan    dana   transfer  seller dimana penipu  account seakan buyer  menerima barang   testimoni ","Negative"
" aduh susah banget ya nyari nomor telfonnya   komplain  nih ","Negative"
"  bayar gas pgn  gabisa ya ","Negative"
"tokopediacare roooiss  kaak   khawatir  fungsi saldo tokopedia   pencairan dana  penggunaannya  transaksi  berfungsi   ya thanks","Negative"
"min  pemesanan yg    selesai   bayar    terima  dana nya  langsung dibayarkan  penjual  seller bilang dana yg  bayarkan  masuk    masuk tokocash  tokocash  aja rupiah ","Negative"
"   temen   nunggu udah seminggu gk berubah tetep nol tokopedia gakda tanggung ","Negative"
"  nomor resi rexnya ","Negative"
" maaf utk ktp   sesuai ketentuan       sembarangan  data        cashback nya    surat pembaca   media massa   menjawabnya disana ","Negative"
" hai min  url toko  salah gimana  gantinya ya elalu membaca syarat  ketentuan tokopedia  jaga informasi pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacare mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
"  mengecewakan ","Negative"
" coba  hubungin nomor   aktif gak tolong cek nomor  bener   gak","Negative"
"  yg jd  mediator kalo seller dlm  dgn buyer  lihat komplain    udah   blm selesai n blm dibayar jg nih uang jt  toped kerjasama dgn buyer licik tuk mencuri n menipu uang yg  hak seller yah at o jz s","Negative"
" mini order pembelian token listrik pln ivr xviii x    ya tks","Negative"
" min  transaksi mohin  bantu  pergantian driver   j leboh   kabar  susah  hubunhi","Negative"
" tdk aktifkan gimana emang nya kl gak aktifkan   angka cicilan   nya  nya ngeles aja jgn sok merasakan kekecewaan tdk   klise banget tanggung  ","Negative"
" smaa nih ane jg gitu saldo ane g   ovo point main ilang aj kalo  trx    gbisa  pake  merger  ovo  parah nih tokped ","Negative"
"tokopedia   pilihan metode pembayaran   dipakai lho salah satunya  transfer bank ayokebut cek tips metode pembayaran transfer bank    ","Negative"
" halo   balas  dm tolong cek mohon  balas  pesan   yah sy  cek barang sy   sy beli  susah","Negative"
"  error  gimana perasaan  kemarin pindah ovo     tokocash  saldo tokocash kosong pindah  ovo  ","Negative"
" min   complain  beli produk tinta warna paket   bungkus   pakai hasil cetakannya  cacat   coba      bagus printer  ga      gimana ya ","Negative"
" admin tolong  knp sya  penjual jdi lambat mengirim ","Negative"
" good job  dah hilang ","Negative"
"  lamban    penanganan nyaa   kecewa  tokopedia","Negative"
"  paham kalo ovo point    yaa ","Negative"
" dana yg sdh masuk kl  klik  riwayat nya jgn kosong gt  cm bs  salin invoice nya  cek  susah jdi nya","Negative"
"  kmarin temen   bilang  dimasukkan ya ","Negative"
"    kembalikan duit   barang  diterima   terconfirm otomatis   penipuan ","Negative"
"cek dm tp   solusi  memuaskan   disuruh nunggu   robot ","Negative"
" tolong responsnya   udh berkali kali  otp  sms tp ga  yg masuk  akun   blokir  jam   kirim paket nih ","Negative"
" sore   bicara  customer care  pengiriman barang   nomor    hubungi    melaporkan   ","Negative"
"  masuk thanks wlw sgt ","Negative"
"  penipuan     bayar  takut tolong diinformasikan  yg bener   yg   bayar makasih ","Negative"
" iya ya  sadar jg dlu cashback   beli barang skarang cash back masuk  ovo point yg dibeli  produk digital ","Negative"
" min     order  tokopedia pakai kupon gratis ongkir  bayar  setengahnya  saldo cash   penjual  membatalkan pesanan   kupon saldo tokopedia  uang yg  trf  virtual akun     ","Negative"
"   pesanan orang  uang orang sy  dipenjarakan   mengembalikan dana   security  tokopedia mudah  orang mengendalikan akun  merubah rekening  membatalkan pesanan sy sy  pertanggungjawaban  tokopedia","Negative"
" min    bayar pesanan tokopedia dgn briva  terbayar kali saldoku berkurang kali  yaa min dananya kemana    ","Negative"
" halo kak mohon bantu kendala  cek dm yah kak bangalore  dikasih libur  eh gak  dimatikan  awa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" coba cek toko ponsel jakarta  barusan  coba menipu  ","Negative"
" min    gak  milih kurir sih  order  ","Negative"
" udah blm min  bgt min ceknya","Negative"
"   uang   ","Negative"
"  nih nomor telfon cs nya","Negative"
" please help me  belanja   shop  cherry baby kids shop  salah kirim barang  sepakat pilih solusi unk tukar barang itupun   ngotot nanya  dibalas  toko  tau salah ","Negative"
" hallo    saldo toko cash  akun    aktivasi ovo  jd hilang ","Negative"
" siang min  dibantu  nomor pesanan  dikirim  semalam   kendala komputer  bermasalah    masuk skr  udah keburu kena cancel  sistem nomor resi pengiriman tiki nya thanks","Negative"
"  kurir dihapus sajja  service yes  buruk    tokopedia menyeleksi  kurir pemgirimannya ","Negative"
"   ga kelar ntar   closed ngamuk dl  buka  emang  pelayanannya ","Negative"
"  kak mohon maaf  ketidaknyamanan nya  informasi  perwakilan   menunggu hasil bap  nomor resi tsb ya kak   hasil bap nya  selesai   ajukan   terkait ya kak ","Negative"
"dear  pembelian pulsa via yg  lakukan  pending menunggu konfirmasi operator ya  ya ","Negative"
" hi sy  kendala dgn transaksi no brg udah dipakai masak   pulangin mohon bantu kasih pemecahan tq ","Negative"
" kali  aja brp pendapatan nya hasil tipu nya cs sdh ngaku  ganti uang nya arti nya sdh tau kesalahan  tokopedia  skrg ngeles ngeles  gak  bayar rb  gitu kualitas tokopedia rb aja gak  dibayar utk menebus kesalahan siatem nya ","Negative"
"bener bener menyesal  cust   pelayanan  buruk  ","Negative"
" pembeli diskusi yg    selesai transaksi      pagi    alert  screenshot ","Negative"
" nama akun id ovo   berbeda ya  yg  tokopedian  app ovo nya sndiri","Negative"
" janji  pingin menanggapi keluhan  bantu sy up berita  keluhan sy gak d respon  toped udh tau sy terima sms nyasar dr  toped ","Negative"
"   dm masuk  diulang  ","Negative"
" dear admin  saldo ovo  tokocash  berbeda yah ","Negative"
" haloooo  janjinyaaa tokopedia  mengecewakan customer  ","Negative"
"  g  pilihan ","Negative"
"  dilampirkan bos cek sistem yg bnr ip  alamat kantor dianggep kesamaan bos namanya hendri  bnyk bos cek yg bnr malu in aja cckkk programer binus pdhal bnyk disanan belajar  dasar dlu bos  bikin sistem","Negative"
"  x jamnya  tunggunya  bikin    dicek  sy pasien sakit ketemu rumah sakit  keburu mati mindset kerja   dirubah ","Negative"
" halo min    promo belanja rb tdk masuk ya ","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" knp penjualan  dipotong ya uda ga bnr nih  namanya ngerampok secr halus tolong ya klo  dagang jgn kyk gini  merugikan penjual nih owner  berpangku tangan aja nih hub cs aja susah","Negative"
" min izin    pembelian token listrik    trouble  daritadi   beli token ngga  ya ","Negative"
"  tokopedia  kapok beli barang  tokopedia si penjual salah kirim barang tdk sesuai pesanan penyelesaiannya bertele tele  dibilang   solusi    capek   anggap urusan selesai aja langsung  hapus aplikasinya ","Negative"
" min  cash back  yg  ovo    lihat yah ","Negative"
"    dana masuk dr transaksi yg gagal  masuk  ovo  kah ","Negative"
"halo   pesanan masuk    terima pesanan tp   buyer  salah beli   ditolak pesanannya  dibantu ","Negative"
"  pesen tiket  gk  kl sinyal data internet sdh maksimal g ","Negative"
" pencairan dana  gak masuk rekening ","Negative"
" tolong  retry pickup   min driver    barang  tujuan  kejauhan  kondisi cuaca  mendukung ","Negative"
" kecewa bgt ama  proses pengajuan cicilan  lambat belanja cicilan tgl sept tp  tanggal okt dikirim tagihan dr  bri  pas tgl tagihan cc ku okt  bayar full","Negative"
"hallo  trasnsaksi  no inv  dibatalkan    transfer pembayarannya sdh hubungi  via aplikasi tokopedia  yg balas ko bot assistant ya  cs tokped   orang ","Negative"
"   senin jam   konfirmasi uang     ya tolong  tokopedia  menerima pedagang  bertanggung   ","Negative"
" min   permasalahan    cancel order  pembeli  karean stok barang  kosong  nomor ","Negative"
" halooo  responnya ya ","Negative"
